t,deltaS
1,-3.02
2,-0.1328
3,0.1303
4,0.2018
5,-0.04224
6,0.1513
7,0.05553
8,0.005608
9,0.06278
10,-0.01167
11,0.2508
12,0.1039
13,-0.02706
14,0.1207
15,0.1888
16,0.03686
17,0.1172
18,0.3589
19,-0.005148
20,0.001009
21,0.9001
22,0.2692
23,0.9718
24,-0.8177
25,0.4055
26,1.162
27,0.6084
28,0.2768
29,0.926
30,1.061
31,0.9506
32,0.5144
33,0.1442
34,-0.07602
35,-0.2914
36,1.65
37,0.7457
38,0.1331
39,-0.2392
40,1.215
41,0.7378
42,1.36
43,-0.2183
44,0.2521
45,1.277
46,0.5725
47,0.331
48,-0.2017
49,-0.3219
50,1.018
51,0.3281
52,1.262
53,1.22
54,0.4789
55,-0.8128
56,0.3683
57,0.04843
58,-0.6347
59,0.9096
60,0.4533
61,0.9455
62,-0.2252
63,-0.016
64,0.3758
65,1.059
66,0.433
67,0.8441
68,0.9833
69,0.1972
70,0.9562
71,0.3566
72,0.05603
73,-0.4106
74,0.8843
75,-0.1052
76,0.7632
77,-0.4593
78,-0.2376
79,0.1084
80,0.4452
81,0.05446
82,0.9869
83,-0.1554
84,-0.7633
85,0.338
86,0.4777
87,0.4754
88,0.1015
89,-0.1315
90,0.4437
91,0.74
92,0.2753
93,0.9294
94,0.6944
95,0.6568
96,0.05455
97,-0.05655
98,0.5432
99,0.6232
100,0.3817
101,0.4048
102,0.5771
103,-0.0943
104,0.7626
105,-0.1968
106,0.202
107,0.3991
108,0.0982
109,1.439
110,-0.07156
111,1.031
112,-0.1341
113,0.5809
114,0.9625
115,-0.2579
116,0.5235
117,0.1459
118,0.7735
119,-0.1136
120,-0.3697
121,0.5117
122,0.7712
123,0.02724
124,0.1512
125,-0.4555
126,0.1199
127,0.2658
128,0.2655
129,-0.2216
130,0.2018
131,0.5343
132,0.07263
133,0.7176
134,0.6957
135,0.01501
136,0.03632
137,0.3481
138,0.4485
139,0.6731
140,0.5786
141,0.5623
142,-0.9935
143,0.9901
144,-0.2802
145,0.2614
146,0.4406
147,0.7201
148,0.3313
149,0.2241
150,0.1376
151,0.4916
152,0.9455
153,0.2785
154,0.3472
155,-0.1151
156,0.317
157,0.8331
158,0.0118
159,0.2319
160,0.194
161,-0.424
162,0.3513
163,-0.738
164,0.2088
165,-0.5541
166,1.014
167,-0.04224
168,0.7626
169,1.185
170,0.1054
171,0.1617
172,-0.1653
173,-0.444
174,-0.06685
175,-0.5142
176,1.04
177,0.9281
178,0.561
179,0.8316
180,0.1805
181,0.7042
182,-0.5471
183,-0.5818
184,0.635
185,-0.1632
186,0.3208
187,-0.2103
188,-0.555
189,-0.5879
190,-0.4682
191,0.5475
192,-0.01949
193,-0.219
194,0.8091
195,0.4196
196,0.6774
197,0.205
198,0.02067
199,-0.02738
200,0.4809
201,-0.4377
