t,|deltaS|
1,1.161
2,1.069
3,0.03426
4,0.08082
5,0.01942
6,0.001965
7,0.01953
8,0.08713
9,0.08872
10,0.1357
11,0.0888
12,0.07686
13,0.002587
14,0.08938
15,0.06775
16,0.02816
17,0.1444
18,0.08076
19,0.0171
20,0.0449
21,0.2498
22,0.1587
23,0.2528
24,0.3843
25,0.1075
26,0.4397
27,0.1635
28,0.2133
29,0.1191
30,0.4514
31,0.09128
32,0.2737
33,0.008168
34,0.1795
35,0.5162
36,0.2175
37,0.6731
38,0.3627
39,0.09202
40,0.1137
41,0.4648
42,1.355
43,0.323
44,0.122
45,0.7524
46,1.318
47,0.7447
48,0.241
49,0.1926
50,0.07829
51,0.5004
52,0.07634
53,1.184
54,0.1675
55,1.395
56,0.7772
57,0.2568
58,0.4172
59,0.9013
60,0.04396
61,0.07671
62,0.6105
63,1.157
64,1.05
65,0.05214
66,1.194
67,0.5592
68,0.5872
69,0.6165
70,1.046
71,1.38
72,0.3882
73,0.2373
74,0.2415
75,0.5579
76,0.6588
77,1.209
78,0.009684
79,0.5934
80,0.381
81,0.1963
82,0.7485
83,0.5032
84,0.2199
85,0.8525
86,0.5733
87,0.8596
88,0.001203
89,0.3714
90,0.7635
91,0.3645
92,0.4268
93,0.283
94,0.1724
95,0.4346
96,0.414
97,0.2551
98,0.636
99,0.02887
100,0.07556
101,0.9446
102,1.325
103,0.3095
104,0.3875
105,0.8372
106,2.774
107,1.557
108,0.174
109,1.662
110,0.4784
111,0.8749
112,1.696
113,0.02255
114,0.1154
115,0.1567
116,0.03322
117,0.8054
118,0.8805
119,1.126
120,1.529
121,1.581
122,0.2319
123,1.545
124,0.7945
125,0.9332
126,1.194
127,0.7557
128,0.9323
129,0.9819
130,0.1168
131,0.5796
132,0.9136
133,0.1108
134,0.1197
135,0.4149
136,0.0918
137,2.058
138,0.1088
139,0.04532
140,0.4548
141,0.5719
142,1.126
143,0.135
144,0.5428
145,0.4777
146,0.06526
147,0.3075
148,0.8758
149,0.007798
150,0.03357
151,0.687
152,0.2119
153,1.264
154,0.1796
155,0.3119
156,0.1698
157,0.3094
158,0.3935
159,0.1636
160,0.4849
161,0.3684
162,0.09486
163,1.714
164,0.6111
165,0.4312
166,0.009954
167,1.159
168,0.5938
169,0.625
170,0.3443
171,0.3928
172,0.9918
173,0.6335
174,0.6228
175,0.7477
176,0.7144
177,1.641
178,0.2501
179,0.1917
180,1.085
181,0.8522
182,1.489
183,1.012
184,1.56
185,0.4615
186,1.8
187,0.04051
188,0.534
189,0.4173
190,0.6007
191,2.625
192,0.4264
193,1.05
194,0.7755
195,0.7635
196,0.7664
197,1.404
198,0.4659
199,0.8193
200,0.6661
201,0.3936
202,0.4142
203,1.085
204,1.039
205,1.403
206,0.9322
207,1.526
208,0.5702
209,1.022
210,0.6223
211,1.383
212,0.8179
213,0.5632
214,0.1875
215,0.7744
216,0.7522
217,1.067
218,0.262
219,0.2479
220,0.9529
221,1.006
222,0.4738
223,1.305
224,1.078
225,0.1306
226,2.429
227,0.4533
228,0.5487
229,1.826
230,0.4353
231,1.649
232,0.4216
233,0.8735
234,0.6318
235,0.2732
236,1.146
237,1.044
238,0.5025
239,0.8676
240,0.8855
241,0.4863
242,0.2743
243,0.834
244,0.3888
245,0.06817
246,2.014
247,1.967
248,0.7998
249,0.5004
250,0.7965
251,0.8427
252,0.4526
253,0.2555
254,0.5077
255,0.8419
256,0.01485
257,0.1762
258,0.0712
259,0.8923
260,0.6963
261,0.161
262,1.023
263,0.7338
264,0.8261
265,0.212
266,1.023
267,0.2493
268,0.6387
269,0.383
270,0.1897
271,1.123
272,0.9468
273,1.361
274,0.8105
275,1.503
276,2.37
277,0.0819
278,0.5549
279,1.994
280,0.8874
281,0.3725
282,1.175
283,0.3395
284,0.04523
285,0.7804
286,0.04054
287,1.951
288,1.38
289,0.8614
290,0.7515
291,0.2957
292,1.147
293,0.08399
294,1.433
295,0.4185
296,3.04
297,0.7417
298,1.598
299,1.933
300,0.8835
301,1.685
302,0.9318
303,1.696
304,0.6678
305,1.336
306,1.289
307,0.4051
308,0.6472
309,0.1157
310,0.121
311,0.4845
312,1.181
313,1.692
314,0.1922
315,0.8522
316,1.043
317,0.2077
318,0.669
319,0.4424
320,1.96
321,0.6614
322,0.4725
323,0.9705
324,0.08788
325,1.127
326,1.176
327,0.001824
328,0.3216
329,0.06497
330,0.6197
331,2.592
332,1.081
333,0.4528
334,1.169
335,0.7038
336,0.2664
337,1.151
338,0.07398
339,1.247
340,0.2584
341,2.412
342,0.8204
343,0.8326
344,1.543
345,1.216
346,1.288
347,1.54
348,0.4768
349,0.08519
350,0.4211
351,0.3719
352,0.5715
353,1.335
354,0.7937
355,1.861
356,2.101
357,0.1939
358,0.1913
359,1.037
360,0.8231
361,0.6043
362,0.2429
363,0.8784
364,0.6948
365,0.9837
366,0.8241
367,0.2745
368,0.8712
369,0.5658
370,1.182
371,1.092
372,0.4606
373,1.098
374,0.7305
375,1.025
376,0.09731
377,1.09
378,0.4785
379,0.9987
380,1.988
381,1.265
382,2.108
383,1.221
384,0.2729
385,2.873
386,1.656
387,0.5879
388,0.9941
389,0.876
390,2.054
391,1.137
392,1.023
393,0.6757
394,0.6208
395,1.086
396,0.3702
397,0.7132
398,0.9884
399,0.7736
400,1.71
401,0.01483
402,0.9759
403,0.03387
404,1.046
405,0.1999
406,1.547
407,0.4295
408,0.8291
409,1.043
410,0.4675
411,0.9473
412,0.4599
413,0.2717
414,0.3092
415,1.412
416,1.282
417,0.3574
418,0.4934
419,1.7
420,0.5486
421,1.152
422,0.7414
423,0.902
424,0.03278
425,1.359
426,0.7601
427,0.5949
428,0.7417
429,1.206
430,0.3554
431,0.4213
432,0.2259
433,0.01745
434,1.074
435,0.2651
436,0.5504
437,2.134
438,0.3641
439,1.56
440,0.7374
441,0.9431
442,1.095
443,0.00744
444,0.1727
445,1.015
446,1.753
447,2.242
448,0.04707
449,0.91
450,1.497
451,0.7898
452,0.1947
453,0.2344
454,0.8293
455,0.3335
456,0.5414
457,1.142
458,1.156
459,1.277
460,1.512
461,0.4046
462,1.822
463,0.596
464,0.04465
465,0.1503
466,1.651
467,1.243
468,1.581
469,2.673
470,0.8182
471,0.7872
472,1.063
473,0.1371
474,0.3163
475,0.8541
476,1.471
477,0.3282
478,1.679
479,1.429
480,0.9267
481,0.8182
482,0.2232
483,1.46
484,0.1478
485,0.4851
486,1.491
487,1.756
488,0.2204
489,1.748
490,0.3851
491,0.1771
492,1.104
493,1.37
494,1.535
495,0.2147
496,0.5225
497,0.664
498,0.526
499,1.112
500,0.8042
501,2.677
502,0.4866
503,1.37
504,1.383
505,0.7607
506,0.6952
507,0.8611
508,0.3744
509,0.7677
510,0.6308
511,0.9449
512,0.2316
513,0.7981
514,1.315
515,0.4177
516,0.1512
517,0.3549
518,1.052
519,1.769
520,0.9865
521,0.1204
522,2.194
523,1.685
524,0.4082
525,1.063
526,1.799
527,1.248
528,1.077
529,0.03739
530,0.2278
531,0.2706
532,0.5965
533,1.642
534,0.9593
535,2.021
536,0.4873
537,1.72
538,1.295
539,0.03517
540,1.164
541,0.15
542,0.7646
543,0.299
544,0.2252
545,0.06617
546,1.467
547,1.179
548,0.9719
549,0.8027
550,0.7544
551,0.4032
552,0.3334
553,0.6694
554,0.9897
555,2.12
556,1.349
557,0.456
558,1.376
559,0.2057
560,0.555
561,0.8797
562,1.228
563,1.765
564,0.1473
565,0.98
566,0.3924
567,0.7272
568,0.874
569,0.7855
570,1.214
571,1.391
572,0.6857
573,0.4705
574,0.2359
575,0.777
576,0.445
577,0.2814
578,0.07448
579,0.003005
580,1.012
581,0.8645
582,2.506
583,2.323
584,1.07
585,0.5243
586,1.749
587,0.5086
588,0.4688
589,1.038
590,0.1812
591,1.289
592,1.076
593,0.3262
594,0.2933
595,0.646
596,1.24
597,1.909
598,1.361
599,0.3515
600,1.597
601,1.649
602,1.27
603,0.4536
604,0.1437
605,1.36
606,1.488
607,0.9655
608,1.322
609,0.2764
610,1.208
611,0.2794
612,3.237
613,0.7283
614,0.5265
615,0.5138
616,1.746
617,1.287
618,1.244
619,1.203
620,0.3481
621,0.9533
622,1.061
623,0.24
624,0.0937
625,1.339
626,0.07397
627,0.5547
628,1.355
629,0.06811
630,0.7092
631,1.271
632,0.8125
633,0.4776
634,1.147
635,2.002
636,1.218
637,0.4006
638,1.246
639,0.8429
640,2.615
641,0.1612
642,1.056
643,0.2657
644,1.813
645,0.04394
646,2.049
647,1.147
648,0.7945
649,1.141
650,3.428
651,0.1953
652,2.313
653,1.181
654,1.052
655,2.408
656,2.812
657,0.08778
658,0.1249
659,0.812
660,0.3763
661,1.017
662,2.678
663,1.983
664,0.7251
665,0.9623
666,0.9567
667,0.6874
668,1.373
669,2.133
670,1.386
671,1.23
672,0.7564
673,0.4303
674,1.676
675,0.002274
676,0.3861
677,1.672
678,0.3112
679,0.04851
680,0.3077
681,0.633
682,0.7479
683,1.451
684,0.8053
685,0.2939
686,0.5114
687,0.5915
688,0.2688
689,0.4931
690,0.9974
691,0.8046
692,0.6625
693,0.1724
694,0.5906
695,0.6295
696,0.1189
697,0.7563
698,1.251
699,1.551
700,0.02064
701,0.07354
702,0.3778
703,0.9463
704,2.161
705,0.04052
706,0.9302
707,1.119
708,0.2265
709,1.598
710,2.233
711,0.6504
712,0.2671
713,0.4261
714,1.88
715,0.5743
716,0.5986
717,0.4067
718,0.7419
719,1.642
720,0.9468
721,1.444
722,0.2852
723,0.4276
724,2.049
725,0.3774
726,0.7685
727,0.9375
728,0.2528
729,1.012
730,0.3249
731,0.3771
732,0.2793
733,0.9599
734,0.8191
735,0.3081
736,1.432
737,1.465
738,0.8111
739,0.2823
740,0.2906
741,0.7409
742,0.07451
743,1.655
744,0.6207
745,0.5538
746,0.2473
747,0.5523
748,0.04221
749,1.053
750,0.385
751,1.499
752,1.053
753,1.699
754,0.1182
755,1.644
756,2.371
757,1.328
758,1.147
759,1.622
760,0.2724
761,1.016
762,1.081
763,0.09352
764,1.903
765,0.9485
766,1.236
767,1.093
768,0.2246
769,0.966
770,0.139
771,0.2619
772,1.655
773,0.06302
774,1.179
775,0.7479
776,0.2617
777,1.621
778,1.187
779,1.263
780,0.03839
781,0.5097
782,0.5138
783,0.3179
784,0.6657
785,0.8109
786,0.993
787,0.5855
788,0.406
789,0.751
790,1.042
791,0.2418
792,0.9419
793,0.6152
794,0.6368
795,1.209
796,2.403
797,0.2902
798,1.62
799,0.9997
800,0.4348
801,1.096
802,0.6926
803,0.1929
804,1.309
805,0.03208
806,0.1369
807,0.7993
808,0.5693
809,0.09734
810,0.5496
811,1.181
812,0.5907
813,2.27
814,0.03994
815,1.074
816,0.4006
817,0.6709
818,1.148
819,0.6498
820,0.2364
821,0.3873
822,0.5268
823,0.88
824,1.361
825,0.4188
826,2.432
827,1.157
828,0.4514
829,1.333
830,0.8585
831,0.8448
832,1.061
833,1.21
834,1.223
835,0.6615
836,0.1933
837,2.336
838,0.04819
839,0.7571
840,0.5233
841,0.7847
842,0.5607
843,0.1189
844,2.293
845,0.7281
846,0.03768
847,0.9411
848,1.864
849,1.096
850,1.32
851,0.5398
852,1.147
853,0.2169
854,1.018
855,0.05996
856,1.185
857,0.9777
858,0.7281
859,0.5892
860,0.2351
861,0.6543
862,0.8131
863,0.7433
864,0.3914
865,1.093
866,0.7234
867,0.3978
868,0.4651
869,0.1562
870,1.913
871,2.117
872,0.7372
873,0.6499
874,0.006936
875,0.3456
876,2.572
877,1.944
878,0.3531
879,0.3547
880,2.368
881,0.948
882,1.054
883,0.6732
884,0.623
885,0.7974
886,0.3883
887,0.4694
888,0.3688
889,0.5426
890,0.9457
891,1.122
892,0.6566
893,0.5997
894,1.833
895,0.4112
896,0.6407
897,0.06164
898,0.9701
899,1.182
900,0.2869
901,1.445
902,0.06505
903,1.332
904,0.2763
905,0.6171
906,1.751
907,0.9736
908,1.008
909,1.056
910,2.595
911,0.0338
912,0.1028
913,0.798
914,0.181
915,1.113
916,1.909
917,1.436
918,1.124
919,0.8002
920,1.355
921,0.07647
922,0.9021
923,1.431
924,1.341
925,0.907
926,0.7826
927,0.684
928,0.6786
929,0.509
930,0.4337
931,0.9101
932,2.443
933,0.2943
934,0.1182
935,1.533
936,0.06029
937,0.8541
938,1.683
939,0.03355
940,1.809
941,1.398
942,0.4275
943,0.5875
944,0.3055
945,1.319
946,1.289
947,3.12
948,0.6515
949,0.5716
950,0.7295
951,1.237
952,0.4157
953,0.5273
954,0.7271
955,0.461
956,0.4954
957,1.383
958,0.02556
959,0.7098
960,0.2125
961,0.8354
962,1.181
963,0.7847
964,1.565
965,0.5778
966,1.075
967,1.287
968,0.7509
969,0.4737
970,1.362
971,1.261
972,1.156
973,0.6072
974,0.5732
975,0.7014
976,0.8746
977,0.2677
978,1.102
979,0.8675
980,0.7306
981,1.64
982,1.209
983,0.1348
984,0.8453
985,1.082
986,0.6762
987,0.09793
988,0.4901
989,0.403
990,1.879
991,1.632
992,2.06
993,0.4493
994,0.7347
995,1.065
996,1.371
997,0.9149
998,2.062
999,0.2365
1000,0.6782
1001,0.3288
1002,1.232
1003,1.466
1004,0.4452
1005,1.695
1006,1.03
1007,1.189
1008,0.303
1009,0.916
1010,0.6291
1011,0.2689
1012,0.246
1013,0.3216
1014,0.2378
1015,0.2354
1016,2.043
1017,0.3607
1018,0.2853
1019,0.1719
1020,1.084
1021,0.7124
1022,0.9939
1023,0.9453
1024,0.4848
1025,0.4879
1026,1.433
1027,0.1336
1028,1.547
1029,0.4193
1030,1.653
1031,0.07796
1032,1.081
1033,0.1285
1034,0.0344
1035,0.2099
1036,0.6452
1037,0.9653
1038,1.423
1039,0.9685
1040,0.8058
1041,0.2543
1042,1.305
1043,0.2345
1044,0.004325
1045,1.194
1046,0.127
1047,1.028
1048,0.1047
1049,1.705
1050,0.7792
1051,0.6955
1052,0.04304
1053,1.542
1054,1.193
1055,0.2272
1056,0.03667
1057,0.09675
1058,0.2862
1059,0.6874
1060,0.7371
1061,0.3548
1062,0.2792
