t,|deltaS|
1,1.223
2,1.15
3,0.06563
4,0.005327
5,0.05237
6,0.02938
7,0.0496
8,0.06801
9,0.03629
10,0.06707
11,0.1299
12,0.08812
13,0.05503
14,0.05995
15,0.004945
16,0.01149
17,0.09661
18,0.01402
19,0.04598
20,0.09167
21,0.4421
22,0.312
23,0.3024
24,0.0997
25,0.1445
26,0.4896
27,0.2325
28,0.1453
29,0.04361
30,0.1099
31,0.3246
32,0.002549
33,0.04299
34,0.2954
35,0.3143
36,0.2423
37,0.5103
38,0.01357
39,0.1036
40,0.01755
41,0.4411
42,1.341
43,0.469
44,1.064
45,0.3854
46,0.7851
47,0.05693
48,0.08604
49,0.4615
50,0.1194
51,0.6629
52,0.285
53,1.056
54,0.8359
55,1.527
56,0.8219
57,0.229
58,0.5758
59,0.478
60,0.5244
61,0.5965
62,0.3926
63,0.8517
64,0.3896
65,0.2262
66,0.4783
67,2.113
68,1.385
69,1.504
70,0.3911
71,0.1227
72,1.077
73,0.5733
74,0.2456
75,0.08472
76,0.05724
77,0.07653
78,0.7643
79,0.2801
80,1.473
81,0.6095
82,0.7482
83,0.1681
84,0.06052
85,0.02851
86,0.2888
87,0.2202
88,0.937
89,0.4613
90,0.2996
91,0.161
92,1.313
93,1.015
94,1.264
95,0.2281
96,0.1379
97,0.893
98,0.4315
99,0.3515
100,0.9901
101,1.581
102,0.6397
103,1.991
104,0.9967
105,1.528
106,0.2637
107,0.5576
108,0.8184
109,0.2797
110,0.3775
111,0.9728
112,0.2525
113,0.7616
114,1.618
115,0.6966
116,0.3532
117,1.23
118,0.03137
119,0.09155
120,1.126
121,0.5111
122,0.2203
123,0.2557
124,0.8226
125,1.995
126,0.4491
127,0.2276
128,0.3713
129,0.9077
130,1.297
131,1.65
132,0.1777
133,0.4297
134,0.208
135,1.001
136,1.083
137,1.247
138,0.062
139,0.7834
140,0.3626
141,0.7427
142,0.4879
143,0.7791
144,1.162
145,0.1216
146,0.2657
147,0.6146
148,1.172
149,1.132
150,0.04686
151,0.1562
152,1.556
153,0.03865
154,0.1798
155,0.2947
156,2.005
157,0.4444
158,1.329
159,0.4525
160,0.7293
161,0.6372
162,0.2415
163,0.795
164,0.6955
165,0.8405
166,0.6147
167,1.214
168,0.01968
169,1.576
170,0.5399
171,0.02096
172,1.034
173,0.478
174,0.5007
175,0.5851
176,0.149
177,1.059
178,0.6955
179,1.023
180,0.2363
181,0.4657
182,1.345
183,0.754
184,0.7543
185,0.2001
186,0.4062
187,1.187
188,1.016
189,0.7682
190,1.74
191,0.1764
