t,deltaS
1,-0.9602
2,-0.03757
3,-0.04207
4,0.01122
5,-0.04718
6,-0.01257
7,-0.1467
8,0.009136
9,0.06511
10,-0.0003188
11,0.2324
12,0.1478
13,-0.04374
14,0.09791
15,-0.0449
16,0.03803
17,0.1606
18,-0.0622
19,-0.03839
20,-0.1051
21,0.9626
22,1.368
23,0.4013
24,-0.04668
25,0.3865
26,-0.6021
27,0.1175
28,0.5484
29,1.126
30,0.6747
31,0.08726
32,0.4895
33,2.008
34,0.8725
35,-0.4116
36,0.9565
37,0.06095
38,-0.1541
39,0.8386
40,-0.05744
41,1.037
42,0.04343
43,1.46
44,1.626
45,-0.3023
46,-0.8647
47,-0.2033
48,-0.04191
49,0.622
50,0.6239
51,0.7848
52,0.4768
53,0.5855
54,0.5876
55,0.4912
56,1.245
57,0.8862
58,-0.0006161
59,0.6552
60,0.6166
61,1.299
62,0.2456
63,-0.925
64,0.441
65,-0.3957
66,-0.3163
67,-0.4469
68,0.1598
69,-0.2199
70,0.6924
71,0.3539
72,1.06
73,0.03935
74,0.8948
75,-0.1176
76,0.5999
77,0.5557
78,-0.2267
79,0.6174
80,0.3832
81,0.1012
82,0.09409
83,0.08205
84,-0.5685
85,0.6019
86,-0.2829
87,0.9684
88,0.1324
89,-0.4084
90,-0.01643
91,0.04302
92,-0.9091
93,-0.335
94,-0.5627
95,0.6368
96,0.4559
97,0.3379
98,1.228
99,0.7614
100,0.4398
101,0.281
102,0.3118
103,0.6372
104,-0.4161
105,-0.2052
106,0.1303
107,-0.2111
108,0.4977
109,0.3802
110,0.5808
111,0.05259
112,0.06346
113,0.3859
114,0.5833
115,-0.0458
116,-0.2705
117,0.5348
118,0.4983
119,0.009796
120,0.1785
121,1.032
122,0.2878
123,0.4595
124,0.9294
125,-0.4686
126,-0.06672
127,0.3764
128,0.8067
129,0.2587
130,-0.2165
131,0.8465
132,0.1837
133,0.2687
134,-0.08778
135,0.4459
136,0.03094
137,0.3181
138,-0.6876
139,0.2806
140,0.02823
141,-0.05535
142,0.8759
143,0.5396
144,0.5264
145,-0.4739
146,0.5028
147,0.4681
148,0.2225
149,1.237
150,-0.4658
151,0.07931
152,-0.3177
153,0.08631
154,0.5816
155,0.2558
156,-0.2553
157,0.2942
158,-0.1475
159,0.3928
160,0.09936
161,-0.05007
162,1.103
163,0.9318
164,-0.09335
165,-0.3212
166,-0.04165
167,-1
168,0.2922
169,-0.7498
170,0.06831
171,0.8499
172,0.4407
173,-0.3754
174,0.5388
175,0.3616
176,-0.1568
177,0.09329
178,0.4649
179,0.1454
180,1.008
181,0.3381
182,0.4413
183,0.1528
184,0.4297
185,-0.2472
186,-0.1069
187,0.7657
188,0.7396
189,0.4554
190,-0.1784
191,-0.2518
192,0.6199
193,-0.2246
194,0.6218
195,0.4107
196,0.5416
197,-0.2813
198,-0.1375
199,-0.006091
200,0.7522
201,0.2475
202,-0.2587
203,-0.03728
204,0.1969
205,0.3963
206,-0.1073
207,0.6432
208,1.037
209,0.7555
210,0.04729
211,-0.3363
212,0.8259
213,0.3503
214,0.4205
215,0.4237
216,0.3146
217,0.2125
218,0.3321
219,0.09452
220,0.8096
221,0.2201
222,0.38
223,-0.1677
224,0.4513
225,-0.4298
226,-0.4414
227,0.2244
228,0.196
229,0.3031
230,-0.8725
231,0.01133
232,-0.2314
233,0.1643
234,0.1228
235,0.3525
236,0.2854
237,-0.2236
238,0.1317
239,-0.4229
240,-0.1428
241,0.4776
242,0.0541
243,0.7709
244,-0.06672
245,0.6125
246,0.3207
247,0.4718
248,0.1508
249,0.04808
250,-0.1383
251,0.2835
252,0.057
253,0.4033
254,1.145
255,-0.4098
256,0.783
257,0.1572
258,0.1476
259,-0.6946
260,-0.554
261,0.6005
262,-0.9807
263,0.6837
264,0.07226
265,0.2601
266,0.5008
267,0.6499
268,0.1441
269,-0.6075
270,0.2699
271,0.7287
272,0.4972
273,1.302
274,0.2989
275,0.05583
276,-0.06715
277,0.7856
278,-0.1957
279,0.4817
280,-0.2214
281,0.1733
282,-0.2084
283,0.06377
284,-0.3224
285,-0.1296
286,0.4086
287,-0.5542
288,0.9368
289,-0.4864
290,0.1986
291,0.6719
292,0.1671
293,-0.01154
294,-0.1143
295,-0.07608
296,0.6414
297,-0.6888
298,0.09144
299,-0.2197
300,-0.6093
301,-0.5889
302,1.12
303,-0.08661
304,0.6914
305,-0.1022
306,0.2515
307,-0.2912
308,0.2778
309,0.04084
310,0.6165
311,0.141
312,0.4789
313,0.1752
314,0.2867
315,0.5669
316,0.07714
317,-0.2501
318,0.4214
319,-1.009
320,0.1916
321,1.383
322,0.07513
323,0.1713
324,-0.1555
325,0.1141
326,0.9128
327,0.1843
328,0.7046
329,-0.02883
330,-0.3848
331,0.4372
332,-0.07273
333,0.236
334,-0.3544
335,0.4041
336,0.2017
337,-0.03003
338,0.8855
339,0.02352
340,-0.3351
341,-0.3073
342,0.9644
343,-0.09359
344,-0.4466
345,1.024
346,-0.09416
347,0.6691
348,-0.138
349,0.4566
350,-0.1369
351,-0.4577
352,0.1302
353,0.7202
354,1.308
355,0.7734
356,0.1342
357,-0.8427
358,0.2457
359,-0.3748
360,0.2548
361,0.6321
362,-0.1548
363,0.2932
364,0.4859
365,-0.1447
366,0.1507
367,0.2701
368,-0.1184
369,-0.04393
370,-0.404
371,0.2806
372,-0.1917
373,1.07
374,0.6098
375,0.1458
