t,deltaS
1,-1.15
2,-0.1859
3,0.01959
4,-0.203
5,0.05334
6,0.2414
7,0.1548
8,-0.001331
9,-0.1707
10,-0.04656
11,-0.07395
12,0.1876
13,-0.1686
14,0.07522
15,0.1533
16,0.04246
17,0.08633
18,0.001053
19,0.03753
20,-0.06019
21,0.5039
22,0.4262
23,0.5153
24,0.4386
25,-0.02519
26,0.888
27,-0.5046
28,0.009775
29,-0.1709
30,0.6869
31,1.467
32,1.346
33,0.4229
34,0.4374
35,-0.1695
36,0.4405
37,0.1501
38,0.2375
39,-0.5514
40,-0.0208
41,1.3
42,0.5022
43,0.3656
44,0.01704
45,-0.571
46,1.049
47,0.5899
48,0.8484
49,0.284
50,0.3667
51,0.6342
52,0.2763
53,-0.05436
54,0.8334
55,-0.1654
56,0.5008
57,-0.1642
58,0.1609
59,0.6232
60,1.216
61,-0.2965
62,0.6351
63,0.3206
64,0.04013
65,0.3327
66,-0.8451
67,-0.4518
68,0.7418
69,0.1601
70,0.34
71,-0.1037
72,0.2948
73,0.3585
74,0.7434
75,-0.1045
76,-0.2493
77,0.1197
78,0.161
79,1.208
80,0.9456
81,0.07091
82,0.2514
83,0.4936
84,-0.4668
85,0.8717
86,0.8961
87,0.5027
88,0.3714
89,0.6884
90,-0.7075
91,0.9571
92,-0.08284
93,0.3641
94,0.4725
95,-0.2174
96,0.3692
97,-0.08311
98,0.409
99,0.03627
100,-0.8131
101,0.4229
102,-0.7633
103,-0.3219
104,0.1402
105,-0.2783
106,0.2471
107,0.5154
108,0.8058
109,0.4679
110,0.8076
111,0.8403
112,-0.7381
113,0.5536
114,-1.028
115,1.324
116,-0.1571
117,0.07373
118,-0.1788
119,0.00373
120,0.1711
121,-0.957
122,0.1093
123,0.6165
124,0.04364
125,0.118
126,0.2026
127,-0.2363
128,0.6448
129,0.3476
130,-0.1112
131,0.7238
132,0.9214
133,-0.2137
134,0.864
135,0.2186
136,-0.4443
137,-0.2543
138,-0.6939
139,0.1494
140,-0.07875
141,-0.6264
142,-0.3447
143,0.3813
144,-0.1552
145,-0.7425
146,0.1167
147,-0.388
148,-0.0317
149,-0.4639
150,-0.3276
151,-0.04745
152,0.5205
153,-0.5167
154,0.0437
155,0.407
156,1.03
157,0.2191
158,-0.01465
159,-0.561
160,0.2712
161,-0.6832
162,-0.3075
163,-0.02297
164,-0.3285
165,0.7661
166,0.1763
167,0.8409
168,0.2411
169,-0.262
170,0.4736
171,-0.3305
172,0.2466
173,0.4449
174,0.5227
175,0.7334
