t,deltaS
1,0.9396
2,0.9484
3,1.119
4,0.9623
5,0.04282
6,0.01839
7,0.005754
8,-0.139
9,-0.01993
10,-0.1267
11,-0.03243
12,-0.03649
13,-0.09454
14,0.04615
15,-0.146
16,0.009634
17,0.08042
18,-0.03715
19,0.01029
20,0.03546
21,0.5226
22,-0.6895
23,-0.1168
24,-0.7094
25,1.053
26,0.4273
27,-0.7329
28,-0.2239
29,0.7345
30,0.4193
31,-0.1085
32,1.218
33,-0.6281
34,-0.1291
35,-0.2826
36,-0.6984
37,-0.05131
38,0.5302
39,-0.92
40,0.7061
41,-1.348
42,0.8963
43,0.0617
44,-0.9352
45,1.269
46,0.7193
47,1.327
48,-0.05598
49,1.543
50,-0.7945
51,-0.1657
52,-0.6873
53,0.3124
54,-1.089
55,-0.1132
56,-0.7899
57,-0.005172
58,0.7761
59,0.6938
60,-0.9022
61,0.05926
62,-0.298
63,0.9391
64,0.3806
65,-0.02125
66,-2.015
67,0.5255
68,-0.7061
69,-0.493
70,1.119
71,0.9799
72,0.3005
73,1.386
74,-0.2482
75,-0.04202
76,0.01274
77,0.4558
78,0.1723
79,0.02902
80,-0.7945
81,0.5461
82,1.362
83,-0.6582
84,1.014
85,0.5174
86,-1.316
87,0.6935
88,0.4786
89,0.2065
90,-0.9112
91,-0.1773
92,0.152
93,0.1817
94,0.05323
95,0.8455
96,1.125
97,-0.2456
98,0.8852
99,-0.7897
100,-0.1441
101,1.634
102,-0.8709
103,0.1579
104,-2.342
105,1.84
106,-0.6208
107,-2.462
108,0.4067
109,-1.02
110,-1.369
111,2.938
112,2.285
113,0.9624
114,-0.09897
115,-1.533
116,-0.2329
117,-0.3122
118,-1.848
119,-0.8464
120,-2.248
121,-0.264
122,1.615
123,1.371
124,-0.6248
125,-0.6515
126,-0.4799
127,-0.5406
128,-0.9305
129,-1.421
130,2.135
131,0.7549
132,2.256
133,-0.5664
134,-0.8287
135,0.1539
136,0.1939
137,0.1343
138,-0.01785
139,0.4171
140,1.373
141,0.2514
142,0.1996
143,-1.318
144,0.03523
145,3.645
146,1.729
147,1.927
148,0.5567
149,0.2343
150,-0.6978
151,0.5951
152,0.7229
153,-1.555
154,-0.9454
155,1.069
156,-0.8187
157,1.714
158,2.203
159,2.19
160,0.1292
161,0.02161
162,1.163
163,-0.7159
164,-1.1
165,0.8518
166,1.64
167,0.5775
168,-1.378
169,-0.7289
170,1.706
171,0.9738
172,1.771
173,-0.5662
174,1.86
175,1.288
176,-0.7595
177,2.598
178,-0.869
179,0.6544
180,-0.3613
181,-0.3219
182,-0.2967
183,-0.6896
184,0.315
185,0.5637
186,-1.137
187,-0.5811
188,-0.9282
189,0.6826
190,0.1363
191,0.5453
192,0.1212
193,0.8216
194,1.378
195,-0.8747
196,0.04287
197,0.9603
198,0.4043
199,0.9467
200,0.031
201,0.04798
202,0.8185
203,0.7325
204,-0.7281
205,-1.107
206,0.5949
207,-2.091
208,0.179
209,0.09987
210,1.712
211,-1.66
212,1.326
213,0.4196
214,2.219
215,0.6453
216,0.1914
217,-0.2091
218,1.441
219,-1.004
220,0.6766
221,-1.106
222,-1.773
223,0.1973
224,-2.154
225,1.331
226,-0.07476
227,0.6027
228,-1.453
229,1.011
230,1.34
231,3.322
232,0.7016
233,1.423
234,3.444
235,1.82
236,-1.16
237,0.6754
238,1.236
239,0.9304
240,1.884
241,0.06301
242,0.4462
243,-0.2175
244,0.5555
245,-0.3759
246,-0.6305
247,1.779
248,1.907
249,-0.8412
250,-0.2627
251,-0.3923
252,-0.3583
253,-1.213
254,-0.7238
255,2.562
256,-0.2876
257,2
258,0.9377
259,0.978
260,0.8734
261,1.455
262,1.156
263,0.4339
264,0.2751
265,1.312
266,0.07449
267,0.2372
268,0.8464
269,-0.8121
270,-0.3611
271,0.6104
272,1.335
273,-0.9679
274,1.107
275,0.9735
276,0.265
277,1.836
278,-0.7326
279,1.768
280,1.217
281,1.571
282,1.249
283,0.8503
284,0.5654
285,-0.2685
286,0.01715
287,0.1266
288,-2.126
289,0.9079
290,-0.9574
291,2.514
292,-0.1456
293,2.294
294,1.982
295,-0.4656
296,-0.6322
297,2.732
298,2.74
299,1.165
300,0.3866
