t,N_f,N_g
10,96,960
20,48,480
30,30,300
40,24,240
50,24,240
60,24,240
70,24,240
80,24,240
90,24,240
100,24,240
110,24,240
120,24,240
130,24,240
140,24,240
150,24,240
160,24,240
170,24,240
180,24,240
190,24,240
200,24,240
210,24,240
220,24,240
230,24,240
240,24,240
250,24,240
260,24,240
270,24,240
280,24,240
290,24,240
300,24,240
310,24,240
320,24,240
330,24,240
340,24,240
350,24,240
360,24,240
370,24,240
380,24,240
390,24,240
400,24,240
410,24,240
420,24,240
430,24,240
440,24,240
450,24,240
460,24,240
470,24,240
480,24,240
490,24,240
500,24,240
510,24,240
520,24,240
530,24,240
540,24,240
550,24,240
560,24,240
570,24,240
580,24,240
590,24,240
600,24,240
610,24,240
620,24,240
630,24,240
640,24,240
650,24,240
660,24,240
670,24,240
680,24,240
690,24,240
700,24,240
710,24,240
720,24,240
730,24,240
740,24,240
750,24,240
760,24,240
770,24,240
780,24,240
790,24,240
800,24,240
810,24,240
820,24,240
830,24,240
840,24,240
850,24,240
860,24,240
870,24,240
880,24,240
890,24,240
900,24,240
910,24,240
920,24,240
930,24,240
940,24,240
950,24,240
960,24,240
970,24,240
980,24,240
990,24,240
1000,24,240
1010,24,240
1020,24,240
1030,24,240
1040,24,240
1050,24,240
1060,24,240
1070,24,240
1080,24,240
1090,24,240
1100,24,240
1110,24,240
1120,24,240
1130,24,240
1140,24,240
1150,24,240
1160,24,240
1170,24,240
1180,24,240
1190,24,240
1200,24,240
1210,24,240
1220,24,240
1230,24,240
1240,24,240
1250,24,240
1260,24,240
1270,24,240
1280,24,240
1290,24,240
1300,24,240
1310,24,240
1320,24,240
1330,24,240
1340,24,240
1350,24,240
1360,24,240
1370,24,240
1380,24,240
1390,24,240
1400,24,240
1410,24,240
1420,24,240
1430,24,240
1440,24,240
1450,24,240
1460,24,240
1470,24,240
1480,24,240
1490,24,240
1500,24,240
1510,24,240
1520,24,240
1530,24,240
1540,24,240
1550,24,240
1560,24,240
1570,24,240
1580,24,240
1590,24,240
1600,24,240
1610,24,240
1620,24,240
1630,24,240
1640,24,240
1650,24,240
1660,24,240
1670,24,240
1680,24,240
1690,24,240
1700,24,240
1710,24,240
1720,24,240
1730,24,240
1740,24,240
1750,24,240
1760,24,240
1770,24,240
1780,24,240
1790,24,240
1800,24,240
1810,24,240
1820,24,240
1830,24,240
1840,24,240
1850,24,240
1860,24,240
1870,24,240
1880,24,240
1890,24,240
1900,24,240
1910,24,240
1920,24,240
1930,24,240
1940,24,240
1950,24,240
1960,24,240
1970,24,240
1980,24,240
1990,24,240
2000,24,240
2010,24,240
2020,24,240
2030,24,240
2040,24,240
2050,24,240
2060,24,240
2070,24,240
2080,24,240
2090,24,240
2100,24,240
2110,24,240
2120,24,240
2130,24,240
2140,24,240
2150,24,240
2160,24,240
2170,24,240
2180,24,240
2190,24,240
2200,24,240
2210,24,240
2220,24,240
2230,24,240
2240,24,240
2250,24,240
2260,24,240
2270,24,240
2280,24,240
2290,24,240
2300,24,240
2310,24,240
2320,24,240
2330,24,240
2340,24,240
2350,24,240
2360,24,240
2370,24,240
2380,24,240
2390,24,240
2400,24,240
2410,24,240
2420,24,240
2430,24,240
2440,24,240
2450,24,240
2460,24,240
2470,24,240
2480,24,240
2490,24,240
2500,24,240
2510,24,240
2520,24,240
2530,24,240
2540,24,240
2550,24,240
2560,24,240
2570,24,240
2580,24,240
2590,24,240
2600,24,240
2610,24,240
2620,24,240
2630,24,240
2640,24,240
2650,24,240
2660,24,240
2670,24,240
2680,24,240
2690,24,240
2700,24,240
2710,24,240
2720,24,240
2730,24,240
2740,24,240
2750,24,240
2760,24,240
2770,24,240
2780,24,240
2790,24,240
2800,24,240
2810,24,240
2820,24,240
2830,24,240
2840,24,240
2850,24,240
2860,24,240
2870,24,240
2880,24,240
2890,24,240
2900,24,240
2910,24,240
2920,24,240
2930,24,240
2940,24,240
2950,24,240
2960,24,240
2970,24,240
2980,24,240
2990,24,240
3000,24,240
3010,24,240
3020,24,240
3030,24,240
3040,24,240
3050,24,240
3060,24,240
3070,24,240
3080,24,240
3090,24,240
3100,24,240
3110,24,240
3120,24,240
3130,24,240
3140,24,240
3150,24,240
3160,24,240
3170,24,240
3180,24,240
3190,24,240
3200,24,240
3210,24,240
3220,24,240
3230,24,240
3240,24,240
3250,24,240
3260,24,240
3270,24,240
3280,24,240
3290,24,240
3300,24,240
3310,24,240
3320,24,240
3330,24,240
3340,24,240
3350,24,240
3360,24,240
3370,24,240
3380,24,240
3390,24,240
3400,24,240
3410,24,240
3420,24,240
3430,24,240
3440,24,240
3450,24,240
3460,24,240
3470,24,240
3480,24,240
3490,24,240
3500,24,240
3510,24,240
3520,24,240
3530,24,240
3540,24,240
3550,24,240
3560,24,240
3570,24,240
3580,24,240
3590,24,240
3600,24,240
3610,24,240
3620,24,240
3630,24,240
3640,24,240
3650,24,240
3660,24,240
3670,24,240
3680,24,240
3690,24,240
3700,24,240
3710,24,240
3720,24,240
3730,24,240
3740,24,240
3750,24,240
3760,24,240
3770,24,240
3780,24,240
3790,24,240
3800,24,240
3810,24,240
3820,24,240
3830,24,240
3840,24,240
3850,24,240
3860,24,240
3870,24,240
3880,24,240
3890,24,240
3900,24,240
3910,24,240
3920,24,240
3930,24,240
3940,24,240
3950,24,240
3960,24,240
3970,24,240
3980,24,240
3990,24,240
4000,24,240
4010,24,240
4020,24,240
4030,24,240
4040,24,240
4050,24,240
4060,24,240
4070,24,240
4080,24,240
4090,24,240
4100,24,240
4110,24,240
4120,24,240
4130,24,240
4140,24,240
4150,24,240
4160,24,240
4170,24,240
4180,24,240
4190,24,240
4200,24,240
4210,24,240
4220,24,240
4230,24,240
4240,24,240
4250,24,240
4260,24,240
4270,24,240
4280,24,240
4290,24,240
4300,24,240
4310,24,240
4320,24,240
4330,24,240
4340,24,240
4350,24,240
4360,24,240
4370,24,240
