t,|deltaS|
1,0.7237
2,0.8081
3,0.8761
4,0.07479
5,0.132
6,0.112
7,0.08073
8,0.07631
9,0.03096
10,0.02947
11,0.0405
12,0.03745
13,0.0524
14,0.1799
15,0.12
16,0.007437
17,0.04012
18,0.03265
19,0.03334
20,0.0575
21,0.118
22,0.5133
23,0.1726
24,0.1813
25,0.4237
26,0.138
27,0.1543
28,0.637
29,0.3232
30,0.2881
31,0.06593
32,0.05563
33,0.1642
34,0.3418
35,0.4565
36,0.1386
37,0.1221
38,0.05762
39,0.3828
40,0.1601
41,0.6715
42,1.289
43,0.1483
44,1.797
45,0.1834
46,0.4513
47,0.426
48,2.699
49,0.1739
50,1.69
51,0.008596
52,1.706
53,0.6385
54,0.06722
55,0.3931
56,0.2063
57,0.3397
58,1.084
59,0.1147
60,0.1177
61,0.3886
62,0.222
63,0.6644
64,1.068
65,0.9143
66,0.5133
67,1.337
68,1.424
69,0.3326
70,0.3015
71,1.461
72,1.228
73,0.2197
74,0.1919
75,0.9788
76,0.0652
77,0.8843
78,0.642
79,0.2129
80,1.146
81,0.296
82,1.28
83,0.8605
84,1.004
85,1.145
86,0.6147
87,0.3565
88,2.719
89,0.6154
90,1.127
91,0.1942
92,0.1566
93,0.1449
94,0.3783
95,0.3671
96,1.236
97,1.513
98,1.722
99,0.2596
100,2.395
101,0.1568
102,1.346
103,0.3699
104,1.138
105,0.5478
106,1.487
107,0.3946
108,1.214
109,0.9923
110,0.4426
111,1.787
112,1.064
113,0.7333
114,0.06422
115,0.8586
116,0.7428
117,1.041
118,0.4235
119,0.9317
120,1.157
121,0.6347
122,0.4094
123,0.7004
124,1.173
125,0.9492
126,1.328
127,0.5585
128,0.9631
129,0.3746
130,1.577
131,1.339
132,0.9239
133,0.6183
134,1.199
135,0.2592
136,0.6482
137,1.334
138,1.717
139,0.465
140,0.1389
141,0.3436
142,0.4385
143,1.189
144,0.9213
145,1.567
146,0.538
147,0.8877
148,1.6
149,1.472
150,0.1458
151,0.8173
152,0.5185
153,0.7155
154,1.14
155,0.7067
156,0.7103
157,0.7977
158,3.092
159,1.837
160,0.3234
161,1.426
162,0.0169
163,0.4077
164,0.08107
165,0.3355
166,0.4871
167,0.9657
168,0.311
169,1.471
170,0.8259
171,0.4086
172,0.1607
173,0.7672
174,0.4087
175,0.3182
176,0.3023
177,0.7153
178,1.24
179,1.456
180,0.3394
181,1.363
182,1.583
183,1.032
184,1.863
185,1.126
186,0.3181
187,0.1315
188,0.1901
189,0.6936
190,1.648
191,1.095
192,1.185
193,0.5551
194,0.7673
195,0.3604
196,0.54
197,0.6441
198,1.038
199,0.4013
200,0.8186
201,1.097
202,0.9764
203,0.08567
204,0.1986
205,0.5624
206,0.08039
207,0.4216
208,1.216
209,1.262
210,0.6994
211,0.4554
212,0.07311
213,1.41
214,1.502
215,0.3167
216,0.4513
217,0.7116
218,0.2492
219,1.174
220,1.373
221,0.1666
222,0.4082
223,0.7054
224,0.5377
225,2.585
226,0.1776
227,0.2738
228,0.3589
229,1.172
230,1.367
231,0.4339
232,0.4244
233,0.5451
234,1.629
235,1.546
236,2.538
237,0.7063
238,0.152
239,1.013
240,1.552
241,0.3898
242,0.1738
243,2.451
244,1.945
245,1.064
246,1.444
247,1.043
248,2.327
249,0.1772
250,0.9595
251,1.239
252,1.088
253,0.6837
254,1.693
255,2.666
256,0.3769
257,0.1165
258,0.1159
259,1.222
260,1.003
261,0.3846
262,1.669
263,1.202
264,2.202
265,0.7749
266,0.2041
267,0.9161
268,0.08281
269,0.1654
270,0.4469
271,0.2656
272,0.03588
273,0.1929
274,0.7967
275,0.7441
276,0.7438
277,0.003213
278,1.616
279,0.5294
280,0.5127
281,1.262
282,1.195
283,0.1536
284,0.5555
285,0.3083
286,0.6842
287,1.194
288,0.5092
289,0.08487
290,0.5542
291,0.8601
292,1.789
293,1.12
294,0.2978
295,0.472
296,0.7904
297,0.267
298,1.615
299,0.001633
300,0.09143
301,0.2974
302,0.5362
303,1.264
304,0.05347
305,0.1032
306,0.7201
307,0.941
308,0.6941
309,1.374
310,0.7493
311,0.0924
312,0.2652
313,0.672
314,0.5475
315,0.02283
316,1.11
317,1.965
318,0.6409
319,1.857
320,0.05465
321,0.4888
322,0.8216
323,0.1626
324,0.7533
325,0.6504
326,0.7782
327,0.9311
328,1.945
329,1.312
330,1.911
331,0.6205
332,0.976
333,1.955
334,1.355
335,0.7988
336,2.946
337,0.8246
338,1.26
339,0.7074
340,0.4103
341,0.4298
342,1.162
343,1.435
344,0.6847
345,0.3978
346,0.1076
347,1.087
348,0.6918
349,1.45
350,2.796
351,0.6056
352,1.234
353,0.7121
354,0.7797
355,0.3841
356,0.6921
357,0.3896
358,1.249
359,0.5897
360,0.4131
361,0.2567
362,1.049
363,0.5218
364,0.3769
365,0.17
366,0.4931
367,1.321
368,0.2792
369,0.1839
370,0.4496
371,0.3475
372,1.52
373,0.6803
374,1.435
375,1.001
376,0.8652
377,0.6897
378,1.486
379,2.326
380,0.08786
381,1.655
382,1.906
383,1.361
384,0.3797
385,0.1379
386,1.455
387,1.574
388,0.9009
389,0.6305
390,1.129
391,0.4859
392,0.818
393,0.5686
394,0.3579
395,0.1591
396,0.5224
397,1.03
398,0.5613
399,0.03915
400,0.4857
401,0.6652
402,0.5033
403,1.55
404,0.1195
405,0.6696
406,0.8732
407,0.8291
408,1.269
409,1.494
410,0.5429
411,1.018
412,0.6311
413,0.2244
414,1.046
415,0.6191
416,1.54
417,1.309
418,1.21
419,0.2884
420,0.07914
421,0.02978
422,0.5565
423,1.597
424,0.08757
425,0.2213
426,1.11
427,1.097
428,0.7311
429,0.2528
430,1.47
431,1.86
432,1.658
433,0.1356
434,0.8247
435,1.823
436,0.1338
437,0.5325
438,2.113
439,0.9121
440,0.3328
441,0.8456
442,0.01822
443,0.1871
444,1.682
445,0.3951
446,0.4545
447,1.652
448,0.9657
449,1.168
450,1.702
451,1.159
452,0.9955
453,1.232
454,1.741
455,0.4222
456,0.2326
457,0.525
458,0.1704
459,1.269
460,2.088
461,1.505
462,1.055
463,0.5959
464,0.927
465,0.6744
466,1.811
467,1.207
468,1.785
469,2.611
470,0.9379
471,0.5823
472,0.2016
473,0.393
474,0.6526
475,0.3897
476,2.056
477,0.6962
478,0.619
479,0.8706
480,0.02248
481,1.035
482,1.707
483,2.43
484,0.7043
485,0.3611
486,2.278
487,2.884
488,1.52
489,1.854
490,0.7654
491,0.6434
492,0.7349
493,0.04404
494,0.7817
495,0.9547
496,0.1133
497,1.12
